Auftragsname,Wörter,Zeit,Von,Sprache,Übersetzung,Korrektur,Kanal,Ablageort,Eingang,Lieferdatum,Deadline,Abteilung,Status,Verantwortlich,Bereich
" Autoresponder noreply_shop@fritz.com,66,,Jks,NL,Angelique,,Mail,""""""Z:\Produkte\Support-Aufträge\01.2026\16.01.26"",1/16/2026,2/4/2026,2/6/2026,Kundenservice,geliefert,Rho,"
" Autoresponder noreply_shop@fritz.com,66,,Jks,ES,Alba,,Mail,""""""Z:\Produkte\Support-Aufträge\01.2026\16.01.26"",1/16/2026,2/4/2026,2/6/2026,Kundenservice,geliefert,Rho,"
" Autoresponder noreply_shop@fritz.com,66,,Jks,FR,Marie,,Mail,""""""Z:\Produkte\Support-Aufträge\01.2026\16.01.26"",1/16/2026,2/4/2026,2/6/2026,Kundenservice,geliefert,Rho,"
MyFapp_20260119-de-ES.xliff,11873,,TBh,Es,Helena,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\spanisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260119-de-FR.xliff,11873,,TBh,Fr,Marie,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\franzoesisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260119-de-IT.xliff,12043,,TBh,It,Laura,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\italienisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260119-de-NL.xliff,11921,,TBh,Nl,Angelique,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\niederlaendisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260119-de-PL.xliff,11995,,TBh,Pl,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\polnisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260119-de-SL.xliff,11995,,TBh,SL,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\slowenisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260119-de-US.xliff,11873,,TBh,EN,Susan,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\englisch\2026.01,1/19/2026,1/21/2026,1/21/2026,User Interface & Clients,geliefert,FSc,
"Provider-EN.docx,205,,Hgk,DE,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.01"",1/19/2026,1/22/2026,1/22/2026,Corporate Communications,geliefert,,"
Booklet 610 (2 Dateien),968,,LBu,EN,John,,Mail,Z:\Produkte\F!Powerline\610\2025.11,1/19/2026,1/21/2026,1/26/2026,Technical Communication,ausgecheckt,Msi,
Booklet 610 (2 Dateien),968,,LBu,It,Laura,,Mail,Z:\Produkte\F!Powerline\610\2025.11,1/19/2026,1/21/2026,1/26/2026,Technical Communication,ausgecheckt,Msi,
Booklet 610 (2 Dateien),968,,LBu,Nl,Angelique,,Mail,Z:\Produkte\F!Powerline\610\2025.11,1/19/2026,1/28/2026,1/28/2026,Technical Communication,ausgecheckt,Msi,
Booklet 610 (2 Dateien),968,,LBu,Es,Helena,,Mail,Z:\Produkte\F!Powerline\610\2025.11,1/19/2026,1/28/2026,1/28/2026,Technical Communication,ausgecheckt,Msi,
Booklet 610 (2 Dateien),968,,LBu,Fr,Martine,,Mail,Z:\Produkte\F!Powerline\610\2025.11,1/19/2026,1/28/2026,1/28/2026,Technical Communication,ausgecheckt,Msi,Kommunikation
fritzpowerline.de.xlf,,,OBe,DE,Franziska,,jazz,Z:\Produkte\F!Powerline\GUI\deutsch\2026.01,1/19/2026,2/2/2026,2/6/2026,Research & Development,geliefert,FSc,
fritzpowerline.en.xlf,,,OBe,EN,John,,jazz,Z:\Produkte\F!Powerline\GUI\englisch\2026.01,1/19/2026,2/5/2026,2/6/2026,Research & Development,geliefert,FSc,
fritz.powerline Help,,,OBe,DE,Eva,,jazz,Z:\Produkte\F!Powerline\Hilfe\deutsch\2026.01 (muss EBu vor der Übersetzung erstellen),1/19/2026,2/5/2026,2/6/2026,Research & Development,geliefert,FSc,
fritz.powerline Help - en,,,OBe,EN,Franziska,,jazz,Z:\Produkte\F!Powerline\Hilfe\englisch\2026.01,1/19/2026,2/5/2026,2/6/2026,Research & Development,geliefert,FSc,
"Ankuendigung_FRITZ!Box_6850_5G_v2_Edition_International-de.docx,678,,Apa,DE,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/20/2026,1/26/2026,1/21/2026,Sales Marketing,geliefert,Hme,"
OH_FRep_Sm24p2_v3-2026-01-20_D-00000089_T-00000956_EngineeringModules_de-DE_en-GB.xml,2082,,Cmi,EN,John,,jazz,Z:\International\Tico\work\2026-01-20_D-00000089_T-00000956_de-DE_en-GB.xml,1/20/2026,1/21/2026,1/22/2026,Technical Communication,,Msi,
OH_FRep_Sm24p2_v3-2026-01-20_D-00000089_T-00000954_EngineeringModules_de-DE_it-IT.xml,2082,,Cmi,It,Laura,,jazz,Z:\International\Tico\work\2026-01-20_D-00000089_T-00000954_de-DE_it-IT.xml,1/20/2026,1/20/2026,1/22/2026,Technical Communication,,Msi,
OH_FRep_Sm24p2_v3-2026-01-20_D-00000089_T-00000953_EngineeringModules_de-DE_es-ES.xml,2082,,Cmi,Es,Helena,,jazz,Z:\International\Tico\work\2026-01-20_D-00000089_T-00000953_de-DE_es-ES.xml\untranslated,1/20/2026,1/20/2026,1/22/2026,Technical Communication,,Msi,
OH_FRep_Sm24p2_v3-2026-01-20_D-00000089_T-00000952_EngineeringModules_de-DE_fr-FR.xml,2082,,Cmi,Fr,Martine,,jazz,Z:\International\Tico\work\2026-01-20_D-00000089_T-00000952_de-DE_fr-FR.xml\untranslated,1/20/2026,1/20/2026,1/22/2026,Technical Communication,,Msi,
dsgvo-loeschanfrage-d2c-daten-de.docx,129,,JKs,Pl,Yabylon,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.01,1/20/2026,1/21/2026,1/22/2026,Kundenservice,geliefert,FSc,
OH_FRep_Sm24p2_v3-2026-01-20_D-00000089_T-00000955_EngineeringModules_de-DE_nl-NL.xml,2082,,Cmi,Nl,Angelique,,jazz,Z:\International\Tico\work\2026-01-20_D-00000089_T-00000955_de-DE_nl-NL.xml\untranslated,1/20/2026,1/23/2026,1/23/2026,Technical Communication,,Msi,
PDP FRITZ!Box 6825 4G + neue Metaobjekte (4 Dateien),,,Lca,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/27/2026,1/28/2026,D2C Ecommerce,,LBo,
PDP FRITZ!Box 6825 4G + neue Metaobjekte (4 Dateien),,,LCa,ES,Helena,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/27/2026,1/28/2026,D2C Ecommerce,,LBo,
PDP FRITZ!Box 6825 4G + neue Metaobjekte (4 Dateien),,,LCa,FR,Martine,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/27/2026,1/28/2026,D2C Ecommerce,,LBo,
PDP FRITZ!Box 6825 4G + neue Metaobjekte (4 Dateien),,,LCa,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/27/2026,1/28/2026,D2C Ecommerce,,LBo,
PDP FRITZ!Box 6825 4G + neue Metaobjekte (4 Dateien),,,LCa,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/27/2026,1/28/2026,D2C Ecommerce,,LBo,
"Ankuendigung_FRITZ!Box_6850_5G_v2_Edition_International-de.docx,678,,Apa,EN,John,Lisa,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/20/2026,1/26/2026,1/29/2026,Sales Marketing,geliefert,Hme,"
"Ankuendigung_FRITZ!Box_6850_5G_v2_Edition_International-de.docx,678,,Apa,IT,Cristina,Laura,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/20/2026,1/26/2026,1/29/2026,Sales Marketing,geliefert,Hme,Kommunikation"
"Ankuendigung_FRITZ!Box_6850_5G_v2_Edition_International-de.docx,678,,Apa,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/20/2026,1/26/2026,1/29/2026,Sales Marketing,geliefert,Hme,"
"Ankuendigung_FRITZ!Box_6850_5G_v2_Edition_International-de.docx,678,,Apa,FR,Marie,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/20/2026,1/26/2026,1/29/2026,Sales Marketing,geliefert,Hme,"
"Ankuendigung_FRITZ!Box_6850_5G_v2_Edition_International-de.docx,678,,Apa,ES,Alba,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/20/2026,1/26/2026,1/29/2026,Sales Marketing,geliefert,Hme,"
Bundles_translations-en-ONLINE_STORE_THEME.json,,,CST,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/20/2026,1/30/2026,D2C Ecommerce,,LBo,
Bundle-6670_translations-fr-ONLINE_STORE_THEME.json,,,CST,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/30/2026,1/30/2026,D2C Ecommerce,,LBo,
Bundle-6670_translations-nl-ONLINE_STORE_THEME.json,,,CST,FR,Martine,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW04\Übersetzungen,1/20/2026,1/28/2026,1/30/2026,D2C Ecommerce,,LBo,Vertrieb
"Makro 754 - F!Shop ""Rechnung,119,,Ofo,EN,lisa,,LS-Tracker,Z:\Produkte\Support-Aufträge\01.2026\20.01.26,1/20/2026,1/22/2026,1/26/2026,Kundenservice 2nd Level,,Rho,Kommunikation"
"Makro 754 - F!Shop ""Rechnung,119,,Ofo,IT,Laura,,LS-Tracker,Z:\Produkte\Support-Aufträge\01.2026\20.01.26,1/20/2026,1/21/2026,1/26/2026,Kundenservice 2nd Level,,Rho,"
"Makro 754 - F!Shop ""Rechnung,119,,Ofo,NL,Angelique,,LS-Tracker,Z:\Produkte\Support-Aufträge\01.2026\20.01.26,1/20/2026,1/26/2026,1/26/2026,Kundenservice 2nd Level,,Rho,"
"Makro 754 - F!Shop ""Rechnung,119,,Ofo,ES,Helena,,LS-Tracker,Z:\Produkte\Support-Aufträge\01.2026\20.01.26,1/20/2026,1/26/2026,1/26/2026,Kundenservice 2nd Level,,Rho,"
"Makro 754 - F!Shop ""Rechnung,119,,Ofo,FR,Marie,,LS-Tracker,Z:\Produkte\Support-Aufträge\01.2026\20.01.26,1/20/2026,1/22/2026,1/26/2026,Kundenservice 2nd Level,,Rho,"
2026-01-21T10-44-57_PM-History-Texts.xml,,,TJa,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.01,1/21/2026,1/21/2026,1/21/2026,Product Management,geliefert,FSc,
2026-01-21T11-15-53_PM-History-Texts_korr-de.xml,,,TJa,EN,John,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.01,1/21/2026,1/21/2026,1/21/2026,Product Management,geliefert,FSc,
"Unternehmenspraesentation-de.docx,234,,BAl,EN,Susan/John,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/21/2026,1/22/2026,1/22/2026,Corporate Communications,geliefert,FSc,"
Master_HB_FB_Sm24p1_v6-2026-01-21_D-00000083_T-00000958_EngineeringModules_de-DE_en-GB.xml,2050,,Tvi,EN,John,,jazz,Z:\International\Tico\work\2026-01-21_D-00000058_T-00000958_de-DE_en-GB.xml,1/21/2026,1/22/2026,1/23/2026,Product Management,,Msi,
(Shopify) Clearer Address Validator.xlsx,,,TKO,IT,Laura,,LS-Tracker,Shopify,1/21/2026,1/21/2026,1/23/2026,Technical Communication,,LBo,
(Shopify) Clearer Address Validator.xlsx,,,TKO,ES,Helena,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01,1/21/2026,1/22/2026,1/23/2026,Technical Communication,,LBo,
(Shopify) Clearer Address Validator.xlsx,,,TKO,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01,1/21/2026,1/23/2026,1/23/2026,Technical Communication,,LBo,
"FRITZ!Smart Energy 201.docx,,,Bal,EN,Lisa,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/21/2026,1/22/2026,1/27/2026,Corporate Communications,,Msi,"
"Felder-Namen Pisa web.docx,,,Lle,Fi/Se/Da/No,Yabylon,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/21/2026,1/21/2026,1/30/2026,Technical Communication,,Msi,"
"Makro 4249 Cloudflare für DNS over TLS (DoT) nicht nutzbar,112,,Cle,EN,Lisa,,LS-Tracker,""""""Z:\Produkte\Support-Aufträge\01.2026\22.01.26"",1/22/2026,1/29/2026,1/29/2026,Kundenservice 2nd Level,,Rho,"
"Makro 4249 Cloudflare für DNS over TLS (DoT) nicht nutzbar,112,,Cle,IT,Laura,,LS-Tracker,""""""Z:\Produkte\Support-Aufträge\01.2026\22.01.26"",1/22/2026,2/3/2026,1/29/2026,Kundenservice 2nd Level,,Rho,"
"Makro 4249 Cloudflare für DNS over TLS (DoT) nicht nutzbar,112,,Cle,NL,Angelique,,LS-Tracker,""""""Z:\Produkte\Support-Aufträge\01.2026\22.01.26"",1/22/2026,1/29/2026,1/29/2026,Kundenservice 2nd Level,,Rho,"
"Makro 4249 Cloudflare für DNS over TLS (DoT) nicht nutzbar,112,,Cle,ES,Helena,,LS-Tracker,""""""Z:\Produkte\Support-Aufträge\01.2026\22.01.26"",1/22/2026,1/29/2026,1/29/2026,Kundenservice 2nd Level,,Rho,"
Mobilfunk Landingpage und Banner (2 Dateien),,,KGo,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/28/2026,1/30/2026,D2C Ecommerce,,LBo,
Mobilfunk Landingpage und Banner (2 Dateien),,,KGo,ES,Alba,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/28/2026,1/30/2026,D2C Ecommerce,,LBo,
Mobilfunk Landingpage und Banner (2 Dateien),,,KGo,FR,Marie,Martine,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/28/2026,1/30/2026,D2C Ecommerce,,LBo,
Mobilfunk Landingpage und Banner (2 Dateien),,,KGo,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/28/2026,1/30/2026,D2C Ecommerce,,LBo,
Mobilfunk Landingpage und Banner (2 Dateien),,,KGo,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,NICHT ausgecheckt,LBo,
Translation_Display Banner.docx,13,,KGo,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Support
Translation_Display Banner.docx,13,,KGo,ES,Alba,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Support
Translation_Display Banner.docx,13,,KGo,FR,Marie,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Support
Translation_Display Banner.docx,13,,KGo,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Support
Translation_Display Banner.docx,13,,KGo,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,NICHT ausgecheckt,LBo,Support
Translations_Landingpage.docx,247,,KGo,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Entwicklung
Translations_Landingpage.docx,247,,KGo,ES,Alba,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Entwicklung
Translations_Landingpage.docx,247,,KGo,FR,Marie,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Entwicklung
Translations_Landingpage.docx,247,,KGo,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,ausgecheckt,LBo,Entwicklung
Translations_Landingpage.docx,247,,KGo,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/23/2026,1/30/2026,1/30/2026,D2C Ecommerce,NICHT ausgecheckt,LBo,Entwicklung
"Alignment Unternehmenspräsentation,234,,BAl,Alignment,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/26/2026,1/26/2026,1/26/2026,Corporate Communications,geliefert,FSc,Entwicklung"
OH-FRep_Sm24p1_v11-2026-01-26_D-00000080_T-00000960_EngineeringModules_de-DE_nl-NL.xml,745,,Cmi,EN,John,,Mail,Z:\International\Tico\work\2026-01-26_D-00000080_T-00000961_de-DE_en-GB.xml,1/26/2026,1/27/2026,1/28/2026,Technical Communication,,Msi,Entwicklung
OH-FRep_Sm24p1_v11-2026-01-26_D-00000080_T-00000961_EngineeringModules_de-DE_en-GB.xml,884,,Cmi,Nl,Angelique,,Mail,Z:\International\Tico\work\2026-01-26_D-00000080_T-00000960_de-DE_nl-NL.xml,1/26/2026,1/27/2026,1/28/2026,Technical Communication,,Msi,D2C
Business Update DE Februar,,,AGi,DE,Franziska,,Mail,,1/26/2026,1/30/2026,1/30/2026,Channel Sales,geliefert,FSc,D2C
METAFIELDS_Router,,,CST,EN,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/26/2026,1/26/2026,2/2/2026,D2C Ecommerce,,LBo,Vertrieb
METAFIELDS_Router,,,CST,ES,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/26/2026,1/26/2026,2/2/2026,D2C Ecommerce,,LBo,Kommunikation
METAFIELDS_Router,,,CST,FR,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/26/2026,1/26/2026,2/2/2026,D2C Ecommerce,,LBo,Kommunikation
METAFIELDS_Router,,,CST,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/26/2026,1/26/2026,2/2/2026,D2C Ecommerce,,LBo,Entwicklung
METAFIELDS_Router,,,CST,NL,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.01\KW05\Übersetzungen,1/26/2026,1/26/2026,2/2/2026,D2C Ecommerce,,LBo,Entwicklung
2026-01-27T15-09-50_PM-History-Texts.xml,,,TJa,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.01,1/27/2026,1/27/2026,1/27/2026,Product Management,geliefert,FSc,Entwicklung
2026-01-27T15-48-56_PM-History-Texts_korr-de.xml,,,TJa,EN,Susan,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.01,1/27/2026,1/27/2026,1/27/2026,Product Management,geliefert,FSc,Entwicklung
"Unternehmenspraesentation-de.pptx,242,,BAl,EN,Susan/John,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/27/2026,1/27/2026,1/28/2026,Corporate Communications,geliefert,FSc,Entwicklung"
autoresponder_noreply_shop_fritz_com.docx,54,,JKs,Pl,Yabylon,,LS-Tracker,Z:\Produkte\SKB\deutsch,1/27/2026,1/28/2026,1/29/2026,Kundenservice,geliefert,FSc,Entwicklung
PL_Brand_Store_Übersetzungen.docx,1813,,JBl,PL,Yabylon,,LS-Tracker,Z:\Produkte\D2C\polnisch\2026.01,1/27/2026,3/2/2026,2/3/2026,D2C Ecommerce,Ü-fertig,LBo,Entwicklung
"NL_Newsletter_Februar_2026.docx,232,,PSe,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/27/2026,2/2/2026,2/6/2026,Channel Sales,geliefert,HMe,Entwicklung"
Data Act FRITZ!Powerline-int-de.docx,615,,LLe,SV,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Powerline\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Powerline-int-de.docx,615,,LLe,NO,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Powerline\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Powerline-int-de.docx,615,,LLe,Fi,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Powerline\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Powerline-int-de.docx,615,,LLe,DA,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Powerline\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Box-int-de.docx,913,,LLe,DA,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Box\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Box-int-de.docx,913,,LLe,Fi,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Box\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Box-int-de.docx,913,,LLe,NO,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Box\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Entwicklung
Data Act FRITZ!Box-int-de.docx,913,,LLe,SV,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Box\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Entwicklung
Data Act FRITZ!Repeater-int-de.docx,620,,LLe,DA,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Repeater\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Entwicklung
Data Act FRITZ!Repeater-int-de.docx,620,,LLe,Fi,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Repeater\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Entwicklung
Data Act FRITZ!Repeater-int-de.docx,620,,LLe,NO,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Repeater\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Entwicklung
Data Act FRITZ!Repeater-int-de.docx,620,,LLe,SV,Yabylon,,LS-Tracker,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Repeater\2026.01,1/27/2026,2/27/2026,2/27/2026,Technical Communication,geliefert,FSc,Entwicklung
"Ankündigung_FRITZ!Box_6850_4G_Edition International_DE_Final.docx,736,,Apa,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/28/2026,2/3/2026,1/28/2026,Sales Marketing,geliefert,Hme,Kommunikation"
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,EN,John,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/28/2026,1/30/2026,User Interface & Clients,,,Kommunikation
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,Es,Helena,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/28/2026,1/30/2026,User Interface & Clients,geliefert,,Entwicklung
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,Fr,Marie,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/28/2026,1/30/2026,User Interface & Clients,geliefert,,Entwicklung
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,It,Laura,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/28/2026,1/30/2026,User Interface & Clients,geliefert,,
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,Nl,Angelique,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/29/2026,1/30/2026,User Interface & Clients,geliefert,,Support
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,Pl,Yabylon,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/30/2026,1/30/2026,User Interface & Clients,geliefert,,
translations--smart24p2nl1--2026-01-28_de.po,109913,,MSe,SL,Yabylon,,LS-Tracker,Z:\Produkte\F!Box allgemein\GUI-JS3\deutsch\2026.01,1/28/2026,1/30/2026,1/30/2026,User Interface & Clients,geliefert,,
D2C_KundenTexte-de.docx,753,,OFo,DA,Yabylon,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.01,1/28/2026,2/2/2026,2/2/2026,Kundenservice 2nd Level,geliefert,FSc,
D2C_KundenTexte-de.docx,753,,OFo,Fi,Yabylon,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.01,1/28/2026,2/2/2026,2/2/2026,Kundenservice 2nd Level,geliefert,FSc,
D2C_KundenTexte-de.docx,753,,OFo,NO,Yabylon,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.01,1/28/2026,2/2/2026,2/2/2026,Kundenservice 2nd Level,geliefert,FSc,
D2C_KundenTexte-de.docx,753,,OFo,Pl,Yabylon,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.01,1/28/2026,2/2/2026,2/2/2026,Kundenservice 2nd Level,geliefert,FSc,
D2C_KundenTexte-de.docx,753,,OFo,SV,Yabylon,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.01,1/28/2026,2/2/2026,2/2/2026,Kundenservice 2nd Level,geliefert,FSc,
